"11/29/2019, 10:26:58"
Center frequency,20.0971
""
freq,cplx data,fft centered
-73889.77795559113,(3.74794-0.91552734j),1.6255634
-73839.76795359072,(2.5081635-1.1825562j),0.8761892
-73789.75795159032,(4.196167-0.45776367j),2.5411127
-73739.74794958992,(3.3855438-2.117157j),1.2816633
-73689.73794758951,(3.709793-2.527237j),1.2821337
-73639.72794558911,(2.6512146-2.5939941j),1.0700312
-73589.71794358872,(4.3964386+0.4386902j),1.0656803
-73539.70794158832,(3.376007-0.9059906j),0.899726
-73489.69793958792,(4.8542023-1.7356873j),1.5404497
-73439.68793758753,(4.415512-1.66893j),2.8207939
-73389.67793558713,(2.5177002-2.7656555j),0.32491472
-73339.66793358672,(3.74794+0.019073486j),2.2648141
-73289.65793158632,(1.0585785-1.5830994j),0.8808461
-73239.64792958592,(2.6798248-1.2493134j),2.1498475
-73189.63792758551,(4.415512+0.22888184j),1.7454414
-73139.62792558511,(3.9672852-0.7724762j),2.0188158
-73089.61792358471,(3.5572052+0.37193298j),2.2752802
-73039.60792158432,(3.1375885+0.18119812j),2.1630018
-72989.59791958392,(5.044937+1.2207031j),2.3309896
-72939.58791758353,(5.083084-1.6403198j),1.8048236
-72889.57791558313,(4.97818-0.25749207j),0.86649495
-72839.56791358272,(5.207062+0.22888184j),1.3611935
-72789.55791158232,(5.455017-3.1089783j),3.1726527
-72739.54790958192,(5.722046-0.5054474j),1.765954
-72689.53790758151,(5.159378-3.6907196j),1.4494674
-72639.52790558111,(3.7670135-2.7561188j),1.4362123
-72589.51790358071,(3.528595+0.8392334j),1.8473264
-72539.50790158032,(2.6988983-0.2670288j),0.8190303
-72489.49789957992,(2.6798248-2.07901j),0.9101731
-72439.48789757951,(4.463196-0.45776367j),1.1750388
-72389.47789557913,(1.3637543+1.9931793j),0.86391175
-72339.46789357872,(1.8310547-1.1253357j),2.075479
-72289.45789157832,(3.9958954-1.001358j),1.4566292
-72239.44788957792,(3.4618378-0.11444092j),1.8815287
-72189.43788757751,(4.5394897-0.9918213j),2.2305493
-72139.42788557711,(1.411438-0.9250641j),0.39718986
-72089.41788357671,(2.3078918+1.0204315j),2.2185783
-72039.40788157632,(4.6157837-0.09536743j),1.0511038
-71989.39787957592,(4.234314-4.043579j),1.0214118
-71939.38787757551,(4.224777-0.6198883j),1.7972753
-71889.37787557513,(3.0136108+0.23841858j),1.584797
-71839.36787357472,(5.5503845-1.8596649j),2.247059
-71789.35787157432,(3.6334991+0.4386902j),1.1809223
-71739.34786957392,(3.271103+0.2670288j),3.4380586
-71689.33786757351,(3.080368-0.038146973j),1.2771837
-71639.32786557311,(2.861023-2.0313263j),2.0199096
-71589.31786357271,(3.0708313-0.104904175j),1.4945422
-71539.3078615723,(1.6880035-1.2969971j),1.6006473
-71489.29785957192,(4.5681-1.6212463j),1.1005985
-71439.28785757151,(3.900528+1.6212463j),0.95000523
-71389.27785557113,(4.5681-1.4686584j),1.2382696
-71339.26785357072,(3.7002563-0.667572j),1.3503233
-71289.25785157032,(1.9454956-3.7670135j),2.1899223
-71239.24784956992,(3.0231476-2.3269653j),1.595525
-71189.23784756951,(3.3187866-0.30517578j),3.146991
-71139.22784556911,(4.014969-1.3256073j),1.7961048
-71089.21784356871,(3.9482117-0.705719j),1.358337
-71039.2078415683,(3.0231476-1.4400482j),3.0734603
-70989.19783956792,(4.119873-0.6580353j),4.0088825
-70939.18783756752,(3.7193298-1.4781952j),2.5868459
-70889.17783556711,(3.8433075+1.7642975j),0.5637522
-70839.16783356672,(6.0367584+0.56266785j),1.3352315
-70789.15783156632,(3.7002563-1.3160706j),1.2701453
-70739.14782956592,(3.9958954+1.8787384j),1.5752381
-70689.13782756552,(5.2165985+0.11444092j),2.0809038
-70639.12782556511,(4.2057037-1.411438j),2.855618
-70589.11782356471,(4.0340424-0.08583069j),2.1926193
-70539.1078215643,(4.5871735-1.2302399j),1.640549
-70489.09781956392,(5.3215027-1.077652j),0.33350092
-70439.08781756352,(3.042221+0.29563904j),2.0430484
-70389.07781556311,(3.6334991-0.38146973j),1.0341885
-70339.06781356272,(5.273819-2.040863j),0.8464237
-70289.05781156232,(3.8051605-0.32424927j),2.1095374
-70239.04780956192,(3.5381317+0.22888184j),1.9520665
-70189.03780756152,(1.9073486-0.44822693j),1.1863352
-70139.02780556111,(3.33786+0.46730042j),1.2119375
-70089.01780356071,(6.132126-1.1539459j),3.8049061
-70039.0078015603,(3.5190582+0.15258789j),0.7581376
-69988.9977995599,(3.2520294-0.91552734j),2.3255465
-69938.98779755952,(5.207062-1.5830994j),3.0045605
-69888.97779555911,(3.5858154+0.9250641j),0.37712154
-69838.96779355872,(2.9754639-0.32424927j),0.3394944
-69788.95779155832,(3.8051605-1.821518j),1.9834801
-69738.94778955792,(3.3569336-2.155304j),0.9567276
-69688.93778755752,(4.9209595+0.46730042j),1.2054828
-69638.92778555711,(5.3691864+1.1444092j),0.6910385
-69588.91778355671,(2.412796-1.8596649j),0.8774995
-69538.9077815563,(2.3460388-0.18119812j),2.4733138
-69488.8977795559,(2.603531-2.4986267j),1.5455972
-69438.88777755552,(1.0299683-2.937317j),1.2935114
-69388.87777555511,(3.4427643-0.46730042j),1.3263158
-69338.86777355471,(1.6975403-0.05722046j),1.4111937
-69288.85777155432,(3.080368-0.076293945j),1.3162416
-69238.84776955392,(5.235672-2.040863j),3.4553807
-69188.83776755352,(2.1362305+1.2969971j),1.4401053
-69138.82776555311,(4.59671-0.30517578j),2.1057837
-69088.81776355271,(4.339218-1.2302399j),1.5500103
-69038.8077615523,(4.7397614-0.44822693j),0.92979795
-68988.7977595519,(4.3201447-0.38146973j),1.6350143
-68938.78775755152,(5.5503845+0.0667572j),0.7853993
-68888.77775555111,(4.0340424-1.3637543j),3.4016526
-68838.76775355071,(2.0980835+0.31471252j),1.583246
-68788.75775155032,(3.9291382-0.333786j),0.8603422
-68738.74774954992,(1.0967255-1.5163422j),0.88789976
-68688.73774754952,(2.7179718-0.54359436j),0.9656733
-68638.72774554911,(2.8419495-3.7670135j),1.3239975
-68588.71774354871,(2.193451-3.1661987j),2.0351553
-68538.7077415483,(4.224777+0.667572j),0.97886086
-68488.6977395479,(3.9482117-0.019073486j),2.108762
-68438.6877375475,(1.7547607+0.09536743j),0.54976183
-68388.67773554711,(2.4032593-2.3269653j),0.8508593
-68338.66773354671,(2.450943+0.27656555j),1.6854662
-68288.65773154632,(2.8514862-1.4305115j),0.71040076
-68238.64772954592,(3.271103-2.2506714j),2.019141
-68188.63772754552,(2.8514862+0.96321106j),1.0460639
-68138.62772554511,(2.5749207-3.1375885j),1.4719632
-68088.61772354471,(0.58174133-0.8678436j),1.5625104
-68038.60772154431,(4.9972534-0.36239624j),3.0090642
-67988.5977195439,(4.5490265-0.2670288j),1.4924151
-67938.5877175435,(2.6607513-0.09536743j),2.5153353
-67888.57771554311,(3.671646-1.5926361j),1.7877836
-67838.56771354271,(3.3283234+0.17166138j),2.6323698
-67788.55771154231,(6.0367584-2.5749207j),1.440054
-67738.54770954192,(3.1375885-2.5367737j),2.417638
-67688.53770754152,(2.6130676-0.15258789j),2.1281376
-67638.52770554111,(4.053116-1.3828278j),1.9987869
-67588.51770354071,(1.7356873-0.74386597j),1.6681844
-67538.50770154031,(5.0735474+0.20980835j),0.67899454
-67488.4976995399,(5.016327-0.9250641j),2.0626898
-67438.4876975395,(2.937317-0.6008148j),0.80873764
-67388.47769553911,(2.9563904+0.3528595j),1.7487795
-67338.46769353871,(1.2397766-0.45776367j),1.5724069
-67288.45769153831,(3.6811829+0.16212463j),2.7120717
-67238.44768953792,(4.167557-1.6593933j),0.9207281
-67188.43768753752,(3.1280518-1.1348724j),1.0298264
-67138.42768553711,(2.8133392+1.2397766j),1.7228963
-67088.41768353671,(2.7561188-1.335144j),0.72058195
-67038.40768153631,(2.4318695-1.0490417j),2.4666944
-66988.3976795359,(3.74794+1.3923645j),1.3676931
-66938.3876775355,(3.528595+1.5544891j),1.9557312
-66888.3776755351,(2.040863-2.0313263j),1.5417154
-66838.36767353471,(1.4972687-3.2234192j),1.8974805
-66788.35767153431,(1.373291+0.08583069j),0.5899511
-66738.34766953392,(4.8446655-1.6975403j),2.4191375
-66688.33766753352,(3.1661987-1.6117096j),2.862866
-66638.32766553311,(5.2547455-0.9250641j),2.84864
-66588.31766353271,(4.529953-2.155304j),1.424452
-66538.30766153231,(2.5081635-0.22888184j),2.0965517
-66488.2976595319,(2.6893616-2.0503998j),2.7745214
-66438.2876575315,(2.7656555-1.0871887j),0.5785529
-66388.2776555311,(3.7670135-1.2588501j),1.0272795
-66338.26765353071,(0.81062317-1.8692017j),1.9261627
-66288.25765153031,(4.043579+0.4863739j),1.3942378
-66238.2476495299,(5.350113-0.38146973j),2.044688
-66188.23764752952,(3.414154-1.0967255j),2.4476552
-66138.22764552911,(1.9645691-0.25749207j),2.1942403
-66088.21764352871,(3.8146973-0.8773804j),1.6517894
-66038.20764152831,(2.0599365-0.9727478j),0.94838554
-65988.1976395279,(0.667572+1.1348724j),2.6964967
-65938.1876375275,(4.0626526-2.9850006j),0.7760577
-65888.1776355271,(2.8133392-0.96321106j),2.0418556
-65838.1676335267,(2.7656555+0.56266785j),3.0189395
-65788.15763152631,(2.3269653-2.8133392j),2.5079541
-65738.1476295259,(3.3283234-1.7547607j),1.7782493
-65688.13762752552,(2.336502-2.1457672j),0.8389799
-65638.12762552511,(2.5463104-0.74386597j),2.5000463
-65588.11762352471,(4.0721893-2.1266937j),0.89069086
-65538.10762152431,(1.6880035-2.8133392j),2.251357
-65488.097619523905,(4.4345856-0.5340576j),2.0846252
-65438.08761752351,(4.0340424+2.2220612j),1.6665277
-65388.07761552311,(1.3256073+1.783371j),0.92030793
-65338.067613522704,(1.8119812-0.31471252j),1.9770931
-65288.05761152231,(2.8324127+0.333786j),1.2609531
-65238.047609521906,(4.0245056-1.4209747j),2.968476
-65188.03760752151,(3.0136108-0.5340576j),2.0598502
-65138.02760552111,(5.340576+0.2193451j),1.3107245
-65088.017603520704,(6.5898895+0.58174133j),0.7958907
-65038.00760152031,(2.9087067+1.4400482j),1.8489547
-64987.997599519906,(0.41007996-1.3637543j),0.5991404
-64937.9875975195,(0.96321106+1.5163422j),1.6709517
-64887.97759551911,(3.156662+1.1348724j),2.1427572
-64837.967593518704,(2.412796-2.6416779j),1.2700485
-64787.95759151831,(2.7370453-0.31471252j),0.23957548
-64737.947589517906,(4.4345856-1.5258789j),1.4164397
-64687.9375875175,(1.5354156-1.5354156j),0.8393711
-64637.92758551711,(1.3542175-0.076293945j),2.4106686
-64587.917583516704,(2.822876-1.783371j),1.4146938
-64537.90758151631,(0.93460083-2.1839142j),1.4694301
-64487.897579515906,(1.5449524-2.1362305j),0.44812694
-64437.8875775155,(3.3092499-1.5544891j),0.43970168
-64387.87757551511,(1.6498566+0.51498413j),2.7713885
-64337.867573514704,(0.16212463-0.11444092j),0.22570653
-64287.8575715143,(3.9482117-1.7166138j),1.8733907
-64237.847569513906,(2.6607513-0.2670288j),1.3830866
-64187.8375675135,(1.6021729-1.411438j),3.4243069
-64137.82756551311,(4.8446655-1.5163422j),1.670267
-64087.817563512705,(0.84877014+1.783371j),1.8505601
-64037.8075615123,(2.0503998+0.4386902j),2.1254594
-63987.797559511906,(4.12941-0.41007996j),0.4494235
-63937.7875575115,(2.4318695+0.44822693j),0.76274955
-63887.77755551111,(2.1839142-0.18119812j),1.0696756
-63837.767553510705,(0.93460083-0.36239624j),1.5423392
-63787.7575515103,(3.5190582-2.8133392j),3.0531676
-63737.747549509906,(3.5095215-0.038146973j),2.3128853
-63687.7375475095,(2.412796+2.117157j),0.9345238
-63637.72754550911,(4.0340424-0.009536743j),2.9576569
-63587.717543508705,(2.1743774-0.02861023j),0.6242266
-63537.7075415083,(4.2819977-2.2888184j),1.545233
-63487.697539507906,(4.119873+0.019073486j),2.785347
-63437.6875375075,(3.0612946+0.46730042j),0.8644501
-63387.6775355071,(3.7384033-0.6389618j),1.2158362
-63337.667533506705,(-0.6198883+1.2111664j),0.6665027
-63287.6575315063,(1.6498566-1.1444092j),0.6352063
-63237.647529505906,(3.8814545-0.58174133j),2.9025216
-63187.6375275055,(2.9945374-0.5912781j),0.4150103
-63137.6275255051,(1.8310547-0.4863739j),1.9679828
-63087.617523504705,(2.117157+0.12397766j),1.8987422
-63037.6075215043,(3.0231476-0.8773804j),1.6115063
-62987.59751950391,(2.48909+1.5449524j),0.19627514
-62937.5875175035,(3.2043457-2.0313263j),0.37819627
-62887.5775155031,(3.004074-3.5762787j),0.43593335
-62837.567513502705,(3.6621094-1.4781952j),0.54408485
-62787.5575115023,(2.5463104-1.7166138j),0.9765385
-62737.5475095019,(0.64849854+0.8010864j),1.5494869
-62687.5375075015,(0.93460083-0.05722046j),1.6049758
-62637.5275055011,(2.632141-1.4781952j),1.2238547
-62587.517503500705,(2.3269653-0.27656555j),1.0980622
-62537.5075015003,(1.5640259+1.6117096j),0.44721082
-62487.4974994999,(1.5735626+1.7738342j),1.572388
-62437.487497499504,(1.9073486-1.821518j),0.49531645
-62387.4774954991,(4.2533875-1.6117096j),0.63472354
-62337.467493498705,(2.8514862-0.7534027j),3.1011302
-62287.4574914983,(0.61035156-1.3923645j),2.1093812
-62237.4474894979,(2.07901+0.81062317j),0.33416465
-62187.437487497504,(2.1839142+0.2002716j),1.257577
-62137.4274854971,(1.66893-0.05722046j),0.16781236
-62087.4174834967,(1.8692017-0.7534027j),0.9219236
-62037.4074814963,(0.71525574+0.2002716j),0.69289273
-61987.3974794959,(1.115799+1.1348724j),2.245089
-61937.387477495504,(2.0980835-1.5163422j),2.551531
-61887.3774754951,(1.2874603-0.27656555j),0.91624147
-61837.3674734947,(2.708435-0.11444092j),2.109832
-61787.3574714943,(3.0708313-2.07901j),1.3074148
-61737.3474694939,(2.565384-0.8010864j),3.7766607
-61687.337467493504,(3.8814545-0.5912781j),0.86870885
-61637.3274654931,(2.0503998-1.5354156j),1.2600332
-61587.3174634927,(2.8705597+0.56266785j),1.654248
-61537.3074614923,(3.0899048-0.05722046j),0.20536947
-61487.2974594919,(1.1634827-0.38146973j),2.3732913
-61437.287457491504,(3.042221+0.8678436j),1.7542865
-61387.2774554911,(2.9277802+1.0490417j),3.464641
-61337.2674534907,(2.2220612-0.17166138j),0.5336327
-61287.2574514903,(1.9168854-1.2683868j),1.4892968
-61237.2474494899,(2.2506714-0.31471252j),2.4192173
-61187.2374474895,(2.7656555-2.2792816j),2.6852415
-61137.2274454891,(3.0708313-1.707077j),1.8584486
-61087.2174434887,(2.1743774-0.1335144j),2.330562
-61037.2074414883,(2.2411346+1.335144j),2.2185276
-60987.1974394879,(2.374649+2.3555756j),1.7037659
-60937.1874374875,(1.4781952-0.8678436j),3.5003884
-60887.1774354871,(1.2493134-1.6593933j),0.5319769
-60837.1674334867,(0.3528595+1.2111664j),1.8829231
-60787.1574314863,(3.5953522+0.61035156j),2.3474936
-60737.1474294859,(2.8514862-2.1743774j),1.8172753
-60687.1374274855,(0.8010864-0.1335144j),1.8398569
-60637.1274254851,(1.783371-0.30517578j),1.0966281
-60587.1174234847,(4.0245056-0.56266785j),2.6743164
-60537.107421484296,(5.2452087+0.7724762j),2.8228948
-60487.0974194839,(0.93460083+1.7166138j),0.71880096
-60437.0874174835,(0.0667572+1.0681152j),3.5965714
-60387.0774154831,(2.0885468-0.5054474j),0.484713
-60337.0674134827,(1.6880035-0.08583069j),1.9820515
-60287.057411482296,(0.333786-2.5558472j),1.4852526
-60237.0474094819,(2.5367737-1.8978119j),1.592497
-60187.0374074815,(2.9563904+0.9918213j),0.5254381
-60137.0274054811,(2.3269653+0.31471252j),2.8838165
-60087.0174034807,(1.5354156-1.5163422j),0.857855
-60037.007401480296,(1.5068054-3.33786j),0.47322434
-59986.9973994799,(2.155304-3.8051605j),1.6238608
-59936.9873974795,(1.2969971+0.89645386j),0.665007
-59886.9773954791,(4.091263+0.47683716j),1.2713698
-59836.9673934787,(1.6403198-1.821518j),0.47001824
-59786.957391478296,(1.5830994-0.6389618j),2.846902
-59736.9473894779,(1.2874603-2.1648407j),1.740768
-59686.9373874775,(1.0490417+0.333786j),2.3188996
-59636.927385477095,(2.5367737-0.45776367j),2.1355224
-59586.9173834767,(0.96321106-1.1253357j),1.1558875
-59536.907381476296,(0.91552734-0.8869171j),2.0884862
-59486.8973794759,(0.62942505-1.2874603j),1.1106986
-59436.88737747549,(3.004074-0.71525574j),1.7158537
-59386.8773754751,(1.6498566-1.6212463j),2.2095337
-59336.8673734747,(2.6416779-1.2016296j),2.2782862
-59286.857371474296,(3.5858154-1.039505j),3.54047
-59236.84736947389,(-0.08583069+0.47683716j),0.73648167
-59186.83736747349,(2.0503998-3.232956j),0.94299895
-59136.8273654731,(1.5258789-3.376007j),1.3198658
-59086.8173634727,(-0.104904175-1.6307831j),1.7231876
-59036.807361472296,(5.4073334-1.3637543j),1.1807886
-58986.79735947189,(1.9836426-1.8787384j),1.9377446
-58936.78735747149,(2.0885468-2.8324127j),0.61128914
-58886.7773554711,(4.8446655+2.0217896j),2.4935334
-58836.7673534707,(2.040863+0.8869171j),1.6078767
-58786.757351470296,(3.709793+0.333786j),2.1601696
-58736.74734946989,(0.9918213+0.667572j),4.325563
-58686.73734746949,(1.9836426-0.6008148j),2.8550212
-58636.7273454691,(3.4046173-1.8882751j),3.8109272
-58586.7173434687,(1.4591217-3.6907196j),1.6819988
-58536.7073414683,(2.7751923-0.67710876j),3.1422994
-58486.69733946789,(2.48909+0.74386597j),1.0035808
-58436.68733746749,(-0.02861023-0.34332275j),1.8994502
-58386.6773354671,(1.1634827-0.84877014j),2.1172352
-58336.6673334667,(1.3828278-2.784729j),0.5373781
-58286.6573314663,(1.4781952-0.7915497j),1.7203001
-58236.64732946589,(1.5640259+2.1743774j),1.3065298
-58186.63732746549,(0.96321106-0.333786j),1.8986236
-58136.6273254651,(0.81062317-1.9645691j),2.8528736
-58086.6173234647,(1.9550323-1.7547607j),1.0974469
-58036.6073214643,(4.262924+0.104904175j),0.75072896
-57986.597319463894,(2.374649-0.104904175j),1.7761452
-57936.58731746349,(2.4414062-0.4005432j),1.1935188
-57886.57731546309,(2.0217896-0.16212463j),0.2493529
-57836.5673134627,(1.745224-0.84877014j),0.7556871
-57786.5573114623,(3.0708313+0.24795532j),0.912413
-57736.547309461894,(3.566742-1.5258789j),1.7023647
-57686.53730746149,(1.6117096-1.2683868j),1.3275723
-57636.52730546109,(2.7751923+0.71525574j),1.9964939
-57586.5173034607,(2.1648407-0.44822693j),3.659548
-57536.5073014603,(1.2016296-0.82969666j),1.5003316
-57486.497299459894,(0.8773804-0.9918213j),0.47116086
-57436.48729745949,(-0.5912781-0.7343292j),1.9842496
-57386.47729545909,(3.7384033-0.18119812j),0.2772542
-57336.4672934587,(0.74386597-2.8324127j),2.6850228
-57286.4572914583,(-1.0967255-1.6975403j),1.1292912
-57236.447289457894,(0.38146973+1.3923645j),1.1750617
-57186.43728745749,(1.5163422-1.1730194j),2.591141
-57136.42728545709,(1.2397766-0.8869171j),1.0583286
-57086.4172834567,(0.667572+0.39100647j),0.65094817
-57036.4072814563,(1.3828278-1.8405914j),1.2539822
-56986.397279455894,(0.96321106-0.24795532j),1.4522016
-56936.38727745549,(3.4046173+1.8119812j),3.303419
-56886.37727545509,(0.8869171-1.3446808j),3.2354012
-56836.3672734547,(0.7534027-2.3174286j),1.412418
-56786.3572714543,(2.0503998+1.2016296j),2.1799014
-56736.347269453894,(1.6403198+0.9059906j),2.8375762
-56686.33726745349,(3.1089783+0.23841858j),3.7802424
-56636.32726545309,(2.117157+0.076293945j),1.2944877
-56586.3172634527,(0.74386597-1.3065338j),2.1959906
-56536.3072614523,(1.0967255+0.84877014j),3.3571205
-56486.297259451894,(2.8705597+0.1335144j),1.2113541
-56436.28725745149,(2.0885468+0.22888184j),0.49000648
-56386.27725545109,(0.7915497+2.746582j),0.34602842
-56336.267253450686,(0.74386597+0.38146973j),1.1891855
-56286.2572514503,(0.38146973-0.7534027j),1.4377627
-56236.247249449894,(1.8119812-0.18119812j),3.005576
-56186.23724744949,(2.2220612-1.2493134j),1.0542651
-56136.22724544909,(1.7642975-0.49591064j),1.5296952
-56086.217243448686,(2.5749207+1.2683868j),1.0544446
-56036.2072414483,(0.6580353+0.81062317j),3.1604376
-55986.197239447894,(1.4972687-1.0681152j),1.8163136
-55936.18723744749,(4.053116+0.74386597j),0.48907667
-55886.17723544709,(1.2397766+0.81062317j),1.9482366
-55836.167233446686,(0.74386597-1.707077j),0.87636465
-55786.1572314463,(1.4591217-0.8201599j),0.6165597
-55736.147229445894,(1.8501282-1.3160706j),1.4748793
-55686.13722744549,(3.1471252-0.58174133j),3.8808465
-55636.12722544509,(-0.29563904-0.4863739j),1.538461
-55586.117223444686,(-0.05722046-1.1634827j),1.3538814
-55536.1072214443,(1.3828278-2.2220612j),3.158135
-55486.097219443895,(2.0313263-1.1348724j),1.305118
-55436.08721744349,(2.9659271-0.31471252j),3.1874003
-55386.07721544309,(1.039505-0.9536743j),2.7098126
-55336.067213442686,(2.527237+0.8869171j),0.9775248
-55286.0572114423,(1.8119812-0.89645386j),1.9214504
-55236.047209441895,(0.82969666-0.0667572j),1.2266107
-55186.03720744149,(1.6593933-1.7166138j),1.1147776
-55136.02720544109,(3.7574768-0.51498413j),1.6789094
-55086.017203440686,(2.1266937+0.8773804j),2.0876153
-55036.0072014403,(-1.6593933+0.1335144j),3.108255
-54985.997199439895,(1.5926361+2.2888184j),0.9050704
-54935.98719743949,(1.5449524-0.4863739j),2.2798357
-54885.97719543909,(1.1348724+1.8692017j),2.9375486
-54835.967193438686,(2.412796+1.3446808j),2.7169802
-54785.95719143828,(0.7534027-0.74386597j),1.097488
-54735.947189437895,(0.5245209+0.47683716j),1.044533
-54685.93718743749,(0.19073486+1.0871887j),2.6296513
-54635.92718543709,(-1.783371+1.3542175j),1.1498624
-54585.917183436686,(-1.6212463-0.8869171j),1.0662901
-54535.90718143628,(1.1348724-0.7534027j),0.2610476
-54485.897179435895,(2.1839142+0.69618225j),1.4397545
-54435.88717743549,(2.155304+0.11444092j),1.5338997
-54385.87717543509,(2.565384-0.8583069j),0.38634992
-54335.867173434686,(2.6130676+1.5068054j),0.67657757
-54285.85717143428,(0.7724762+0.6008148j),2.1897473
-54235.847169433895,(2.6798248+0.27656555j),1.1616161
-54185.83716743349,(2.861023-0.12397766j),3.1891525
-54135.82716543309,(0.15258789-1.7738342j),2.3605025
-54085.817163432686,(0.5245209+0.7915497j),1.4050403
-54035.80716143228,(-0.333786+0.6008148j),0.41214046
-53985.797159431895,(1.1444092+0.69618225j),0.52412474
-53935.78715743149,(2.040863+0.5531311j),3.1418765
-53885.77715543109,(2.9563904+0.14305115j),0.078287
-53835.76715343069,(2.2125244-0.038146973j),0.8835983
-53785.75715143028,(1.2207031+1.0681152j),1.3930854
-53735.747149429895,(1.9168854+0.71525574j),1.889994
-53685.73714742949,(1.9741058-0.51498413j),1.5493381
-53635.72714542909,(1.7166138-0.076293945j),0.5600137
-53585.71714342869,(0.47683716-0.96321106j),1.3715972
-53535.707141428284,(1.0871887+1.0871887j),2.3860571
-53485.697139427895,(-0.2861023+0j),2.373339
-53435.68713742749,(1.5163422+0.36239624j),1.030571
-53385.67713542709,(1.9741058+0.6008148j),1.4597476
-53335.66713342669,(2.298355+0.9727478j),1.2208672
-53285.657131426284,(1.6593933+2.3651123j),1.8575608
-53235.64712942588,(-1.9836426-1.4591217j),1.2246712
-53185.63712742549,(3.0136108+0.38146973j),1.066114
-53135.62712542509,(3.4809113-0.58174133j),1.6556431
-53085.61712342469,(1.5544891-0.82969666j),1.9359543
-53035.607121424284,(-0.18119812+0.667572j),0.60105205
-52985.59711942388,(-1.3923645-1.9073486j),1.2033868
-52935.58711742349,(1.8692017-1.5163422j),1.2162945
-52885.57711542309,(1.6403198-1.8596649j),1.103006
-52835.56711342269,(1.2588501-0.038146973j),1.7372195
-52785.557111422284,(0.46730042+0.7343292j),2.1783264
-52735.54710942188,(2.3078918+0.38146973j),1.7937783
-52685.53710742149,(2.670288-0.038146973j),1.2521423
-52635.52710542109,(1.4591217-1.3160706j),1.5103028
-52585.51710342069,(2.2029877-0.8869171j),3.448827
-52535.507101420284,(1.66893-0.6198883j),2.2932208
-52485.49709941988,(1.1539459+0.6580353j),0.6541186
-52435.48709741949,(0.69618225+0.038146973j),1.4408984
-52385.47709541909,(1.1253357-0.18119812j),1.3367065
-52335.46709341869,(-0.49591064+0.45776367j),2.5047967
-52285.457091418284,(1.115799-2.5558472j),1.092856
-52235.44708941788,(0.8773804-1.8024445j),3.0025065
-52185.43708741749,(0.7343292-0.98228455j),2.8828301
-52135.42708541709,(2.4986267-1.9741058j),2.7790694
-52085.41708341669,(1.4591217+0.6866455j),2.001335
-52035.407081416284,(1.5830994+0.4863739j),0.89822674
-51985.39707941588,(1.821518-2.5177002j),0.9548638
-51935.38707741548,(2.4604797-0.82969666j),1.4134374
-51885.37707541509,(1.8119812+1.5449524j),2.9142873
-51835.36707341469,(1.2779236+1.1825562j),1.6397879
-51785.357071414284,(-2.2125244-0.39100647j),1.9347217
-51735.34706941388,(0.67710876+0.5245209j),1.924132
-51685.33706741348,(3.490448+0.038146973j),0.7962161
-51635.32706541309,(0.9441376-2.1648407j),0.85792786
-51585.31706341269,(0.1335144+2.5939941j),1.5835085
-51535.307061412284,(-0.02861023+0.81062317j),1.0516012
-51485.29705941188,(1.1920929+0.11444092j),2.6377954
-51435.28705741148,(-0.23841858+0.36239624j),2.3433104
-51385.27705541109,(-0.038146973-0.6580353j),2.1006722
-51335.26705341069,(1.4686584+0.62942505j),1.1847641
-51285.257051410284,(3.6239624-0.09536743j),0.69784266
-51235.24704940988,(2.1648407+0.5245209j),0.6649526
-51185.23704740948,(0.24795532-1.115799j),0.97243977
-51135.22704540909,(2.2411346-1.039505j),1.9212915
-51085.21704340869,(2.0980835-1.3446808j),1.752936
-51035.207041408285,(1.2874603+0.5340576j),2.296251
-50985.19703940788,(2.527237-0.62942505j),2.008021
-50935.18703740748,(0.7724762-0.74386597j),0.8623842
-50885.17703540709,(0.38146973+1.001358j),0.59376967
-50835.16703340669,(2.1076202+1.9359589j),1.6159391
-50785.157031406285,(-0.38146973+1.373291j),1.4344667
-50735.14702940588,(0.705719-1.1634827j),1.3598744
-50685.13702740548,(3.5762787+0.46730042j),2.27629
-50635.12702540509,(0.2193451-1.4209747j),2.5985768
-50585.11702340469,(-0.333786+0.5245209j),2.960615
-50535.107021404285,(1.9264221+2.7561188j),1.8462769
-50485.09701940388,(0.8583069+0.24795532j),1.69079
-50435.08701740348,(1.2493134+1.4686584j),0.61879104
-50385.077015403076,(-0.5722046+1.2016296j),1.7315301
-50335.06701340269,(-0.69618225+0.93460083j),1.4475646
-50285.057011402285,(1.1634827+3.156662j),1.7339429
-50235.04700940188,(1.2207031-1.1634827j),2.3767848
-50185.03700740148,(0.16212463-3.1757355j),2.6051514
-50135.027005401076,(1.66893+1.1539459j),0.52912045
-50085.01700340069,(1.1920929+0.44822693j),2.5753949
-50035.007001400285,(-1.8978119-2.3555756j),1.1257454
-49984.99699939988,(1.6784668+0.12397766j),1.1598878
-49934.98699739948,(1.2493134-0.91552734j),2.5967038
-49884.976995399076,(-0.11444092-1.0204315j),1.2298183
-49834.96699339869,(2.2697449+0.8678436j),0.5904323
-49784.956991398285,(-0.16212463-1.0204315j),0.836848
-49734.94698939788,(-0.5340576-0.4386902j),0.85050666
-49684.93698739748,(1.1062622-2.5367737j),0.33841857
-49634.926985397076,(0.8773804-1.2016296j),2.962324
-49584.91698339669,(1.5640259+1.3542175j),1.6526903
-49534.906981396285,(0.8583069+0.05722046j),0.96201974
